nickname,add1,add2,add3,city,tel,area,tinno,mobile
STANDARD AUTO & TYRES - DHRANGADHRA, ,"SARDAR BAUG,", ,Dhrangadhra 363 310 ,"82306/82617 R-8 3318,23318    ",DHRANGADHRA, , 
STANDARD AUTO PARTS - BARDOLI,"NEAR SURAT OCTROL NAKA,", , ,Bardoli    ,       ,bardoli, , 
STANDARD AUTOMOBILES  -  DHRANGADHRA,"12, SARDAR BAUG,", ,,Dhrangadhra 363 310 ,(02754)O:282306  R:283318  /9428918535  ,DHRANGADHRA, ,9879330020/9428918535
STANDARD AUTOMOBILES - SURAT,"OPP.AJANTA CINEMA,","RING ROAD,", ,Surat  ,O-626257      ,SURAT, , 
STANDARD MOTORS - MIRZAPUR,"OPP. JANSATTA PRESS,","MIRZAPUR ROAD,", ,Ahmedabad 380 001 ,25506631      ,MIRZAPUR, , 
STANDARD MOTORS. -  SARKHEJ,"NEAR UJALA HOTEL,","SARKHEJ BAVLA ROAD,",SARKHEJ,Ahmedabad  382 210 , 079-26890615      ,SARKHEJ,24070701367, 079-26890615
STAR AUTO PARTS - DAHEJ,"23, SAI NARAYAN COMPLEX,","OPP, HOTEL LORGE,","NEAR H.D.F.C. BANK, NEAR RELWE FATAK, DAHEJ",DAHEJ  ,9998792983 7698837097  ,DAHEJ,NO TIN,"9998792983,7698837097"
STAR AUTO PARTS - JAMBUSAR,BY PASS ROAD,,,Jambusar   392 150,   ,JAMBUSAR,,9924370850/9949206847
STAR AUTO PARTS - SANTRAMPUR,LUNAWADA ROAD,"SANTRAMPUR,",,Santrampur 389 260,   ,SANTRAMPUR,,9428012849
STAR LINE CARS PVT.LTD. - PALANPUR,"OPP. CIRCUIT HOUSE,","ABU HIGHWAY,", ,Palanpur    385 001,02742-265665     ,PALANPUR, , 
STAR LINE MOTORS -  PATAN, ,"SIDDHAPUR ROAD,", ,Patan    ,02766-224702  R-255425    ,PATAN,  24030501946 , 9879344325
STAR MOTOR GARAGE - KHAMBAT,"OPP. PARESH RISE MILL,","KANSARI,",,KHAMBHAT   388 620,   ,KHAMBHAT, NO TIN,9824258842
STAR MOTOR STORES - AHMEDABAD,NEAR AMDUPURA BUS-STAND,NARODA ROAD, ,Ahmedabad  380 025 ,22164042      ,NARODA, , 
STAR MOTORS - AHMEDABAD,BEHIND MANIYAR PETROLPUMP,"OPP: BOMBAY HOTEL,",NAROL,Ahmedabad  382 405 ,5830837 (R) 395 726    ,NAROL, , 
STAR TRADERS - MIRZAPUR,"OPP. CAPITAL HOTEL,","GUJARAT SAMACHAR ROAD,","MIRZAPUR,",Ahmedabad  380 001,   ,AHMEDABAD,,9825152685
SUBHADRA SALES - SARKHEJ,"SUNRISE ESTATE,NR. BAVANI MOTORS","SANAND BAVLA CROSS ROAD,",SARKHEJ,Ahmedabad 382 210,9825166557 9427666557  ,SARKHEJ,24074502655,"9825166557,9427666557"
SUBHAGI AUTOMOBILES - PATAN,"6,RAJSHREE SOCIETY,","NEAR NAVA GANJ BAZAR,","CHANSMA HIGHWAY ROAD,",Patan   384 265 ,(02766)O-32966      ,PATAN, , 98243 77633
SUBHASH AUTOMOBILES -  ANAND,"OPP.SWAMINARAYAN SOCIETY,","B/H,SARDAR GUNJ,", ,Anand   388 001 ,02692-242089 260646     ,Anand, , 
SUHANI  MOTORS -  PALANPUR,"OPP. BALARAM AUTO AGENCY,","ABU ROAD HIGHWAY,", ,Palanpur   385 002 ,02742-254852     ,PALANPUR, , 
SUKAN MOTORS - AHMEDABAD,"SHOP NO.2,BASEMENT MINAKSHI AVENUE,","B/H. BALVANTRAY HALL,","KANKARIA,",Ahmedabad  ,5393216      ,AHMEDABAD, , 
SUKHDEN AUTOMOBILES - PORBANDAR,"NEAR S.T. BUS-STATION,","NAGARJUN SISODIYA MARG,",PORBANDAR,Porbandar ,9426913067 0286-2251289  ,PORBANDER,NO TIN,"9879087002,9426913067"
SUMAN AUTOMOBILES - AHMEDABAD,"RAIPUR GATE,"," OPP. VIVEKANAND COLLAGE,", ,Ahmedabad   , 22143944  22144561    ,NAROL, , 
SUMAN TYRES," 5,GROUND FLOOR,SUMAN TOWER,"," NEAR HOTEL HAVELI,",SECTOR-11,Gandhi Nagar 383 001 ,23273195     ,GANDHINAGR,24050702490, 9825013450
SUMANGAL AUTO PARTS - PETLAD,,"SARDAR CHOWK,",,Petlad  388 450,9427176248   ,PETLAD,NO TIN,9427176248/8401555548
SUN AUTO AGENCY - AHMEDABAD,"SHIV ESTATE,",NATIONAL HIGHWAY NO.8,NAROL,Ahmedabad  382 405 ,25714720      ,NAROL, , 
SUN AUTO PARTS - NANDASAN,"NEAR HOTEL SKY WAY,",HIGHWAY ,NANDASAN. TAL. KADI,NANDASAN   382 706,   ,KADI,,9426318847
SUN AUTOMOBILES - PORBANDAR,"OPP.SUDAMA MANDIR,", , ,Porbandar  ,       ,PORBANDER, , 
SUNDEEP MOTORS -VAPI,,,,Surat ,   ,SURAT,,
SUNDEEP SALES -  AHMEDABAD,"129 SHANTI SADAN ESTATE,","OPP.DINBAI TOWER,","MIRZAPUR,",Ahmedabad  380 001 ,       ,MIRZAPUR,  24070700123 , 
SUNIL MOTORS -  AHMEDABAD,"LION SHAKTI COMPLEX,","NEAR PRAN SHANKAR HALL,","PUSHP KUNJ, MANINAGAR,",Ahmedabad  380 008 , 25432734      ,NAROL, , 9825796034
SUNILBHAI - RAJPIPLA,,,RAJPIPLA,Rajpipla   ,   ,RAJPIPLA,,
SUNLIGHT MOTORS - JAMNAGAR,"SIDHDHNATH COMPLEX,",K. V. ROAD.JAMNAGAR,,Jamnagar 361 007,   ,JAMNAGAR,24100400558 ,9426209385/9375209385
SUNMARK ENTERPRISE  -DEHGAM,"KEDAR TRADING,","NEAR DHWANI WAY BRIDGE,OPP. ARADHANA SOCIETY,","NARAYAN COMPLEX,",Dehgam 382 305,90997 60643   ,DEHGAM,NO TIN,90997 60643
SUNNY MOTORS - CHHANI,"NEAR TOLNAKA,","OPP. DIVYA BHASKAR,",CHHANI,Chhani 391 740,   ,CHHANI,,9898104911
SUNOM SOLUTIONS INDIA PVT. LTD,"NR. FUN REPUBLIC,",SATELITE,,Ahmedabad  ,   ,SOLA,,
SUNRISE AUTO PARTS - DEESA,,OPP. R.T.O. CHECK POST,ANKHOL,Deesa   385 535,02744-270525 R309399/227574  ,DEESA, ,RAJU-98259 91055
SUPER AUTO CENTRE - HIMMATNAGAR,"MOTIPURA,",NEAR KADIWALA PETROL PUMP,"N. H. NO.8,",Himatnagar    383 001,(02772)O-228794 (R)242613  571294  ,HIMMATNAGAR, ,94264 47973 / 94265 55749
SUPER AUTO LINK PVT.LTD. -  AHMEDABAD,"SUPER CHAMBERS,","OPP. SAGAR HOTEL, BAVLA CROSS ROAD,",SARKHEJ-GANDHINAGAR HIGHWAY,Ahmedabad   382 210,65215291  39879191     ,SARKHEJ, , 9825049717
SUPER AUTO PARTS - AHMEDABAD,"6, RAJKAMAL COMPLEX,",BESIDE SUPER SERVICE STATION,MANINAGAR,Ahmedabad  380 022 ,O-5325773 (R) 3 67586    ,NAROL, , 
SUPER AUTO PARTS - BHATIYA,,"MAIN BAZAR,",TAL. KALYANPUR,BHATIYA  361 315,02891-233458 9427278723  ,BHATIYA,,9687299207/9998811031
SUPER AUTO PARTS - GODHRA,"NEAR GODHRA JAKATNAKA,","VADODARA HIGHWAY ROAD,",,Godhra ,   ,GODHRA,NO TIN,
SUPER AUTO PARTS - SIDDHAPUR,"NEAR MEERA HOTEL,",OPP. SAHAKAR HOTEL," KHALI CHAR RAST,",Siddhpur   384 151,316458   ,SIDHPUR,24030401080,9925558163
SUPER AUTO SALES -  AHMEDABAD,"455,BODAKDEV,","B/H GURUDWARA GOBIND DHAM,","SARKHEJ GANDHINAGAR HIGHWAY,",Ahmedabad  380 054,26855569      ,SARKHEJ, , 
SUPER AUTOMOBILES - IDAR,"MATHASUR,",IDAR,,IDAR ,9898890514   ,IDAR,24050401180,9898890514
SUPER AUTOMOBILES - SIDDHPUR,"KHALI CHAR RASTA,","NR. HOTEL ROAYAL,","HIGHWAY ROAD,",Siddhpur   304 151,25160   ,SIDHPUR, ,
SUPER MOTOR STORES - AHMEDABAD,"12,SULEMANI ROZA BUILDING","NEAR NUTAN MILLS,","SARASPUR,",Ahmedabad   380 180,O-22777752 22741901 55457752   ,NARODA,24072400276 ,9825009101
SUPER MOTORS - DRIVE-IN ROAD,"14, INDRAPRASTH SHOPPING CENTRE,","DRIVE IN ROAD,", ,Ahmedabad  380 052 ,"7470072, R-656 4013    ",SOLA,24073600850 , 
SUPER MOTORS - HIMATNAGAR,C/o VIKAS AUTO CENTRE,"MEHTA PURA,","HIGHWAY,",Himatnagar   383 001,9427842978   ,HIMMATNAGAR,,9427842978
SUPER MOTORS - KOSAMBA,,"WILSON COMPLEX,",,KOSAMBA  R.S. 394 120,9879263573   ,KOSAMBA,NO TIN,9879263573
SUPER MOTORS. -  BODAKDEV,"455,BODAKDEV,","B/H,GURUDWARA GOBIND DHAM,","SARKHEJ GANDHINAGAR HIGHWAY,",Ahmedabad  380 054 ,"6430717,6404507      ",SOLA, , 
SUPER OIL CORPORATION - SARKHEJ," 2, Firoz Market, ", Nr. Swaminarayan Petrol Pump," Sarkhej Road,",Ahmedabad  382 210, 26822862    ,SARKHEJ, 24074502395 Dt:20/9/06,9712984572 
SUPREME  AUTOMOBILES - BARODA,"HAJARAT PAGA ROAD,", , ,BARODA   390 001 ,0265-2412547      ,BARODA, , 
SUPREME AUTO PARTS - RANOLI,"OPP.DHANLAXMI PUMP,",NATIONAL HIGHWAY NO.8,RANOLI,Ranoli   391 350 ,"(0265)O-270161, 271554    ",RANOLI, , 
SUPREME MOTORS - MEHSANA,"NEAR GOKUL TRACTORS,","MODHERA CHAR RASTA,","HIGHWAY,",Mehsana    ,       ,Mehsana, , 
SUPREME MOTORS - VISNAGAR,"OPP. WATER TANK,","DHAROI COLONY ROAD,",,Visnagar   384 315,9099511122   ,VISNAGAR,24040402616,9099511122
SURAJ AUTOMOBILES(J) BARODA,"6,GANDHI NAGAR GRUH,","BEHIND JUBILEE GARDEN,", ,BARODA   390 001 ,(0265)2424497  (R)2357234    ,BARODA, , 
SURAJ AUTOMOBILES(S)BARODA,"1, GROUND FLOOR,","RAIGADH COMPLEX,","SALATWADA,",BARODA   390 001,0265-2423459   ,BARODA, ,
SURBHI AUTO PARTS - VISNAGAR,,KHERALU HIGHWAY,,Visnagar   384 315,   ,VISNAGAR, ,
SURJEET AUTOMOBILES - CHHANI,NEAR GURUDWARA SHOPPING CENTRE, , ,Chhani    ,"(0265)O-772414, R-776601    ",CHHANI, , 
SURJIT AUTO CENTRE - RANOLI,"PLOT NO.803,","N.H.NO.8, G.I.D.C.",RANOLI,Ranoli   391 350,0265-2308849   ,RANOLI,24191900855,
SURJIT AUTO PARTS - RANOLI,"PLOT NO - 803, G.I.D.C,","N.H.NO.8,",RANOLI,Ranoli 391 350 ,0265-2308649 R-7713300    ,RANOLI, , 
"SURTI AUTOMOBILES - HIMATNAGAR,","NEAR KRISHNA HOTEL,","MOTIPURA,","HIGHWAY,",Himatnagar    ,"(02772)O-43196R -44239,44127    ",HIMMATNAGAR, , 
SURTI MOTORS - HIMATNAGAR,"NEAR KRISHNA HOTEL,","MOTI PURA,","HIGHWAY,",Himatnagar   383 001 ,(02772) 228196 R-2240129    ,HIMMATNAGAR, , 94260 60729  / 9377104544
SURYA MOTORS - AMRELI ,"36,WHITE HOUSE,","OPP.S.T.DEPOT,", ,Amreli   364 601 ,"02792-O-223607, R-220307    ",Amreli, , 9426232207/9925677007
SURYA MOTORS - BARODA,"NAGARWADA CHAR RASTA,", BARODA, ,BARODA 390 001 ,0265-2435218 R-2512427   ,BARODA, ," 93272 49768, 93272 49767"
SURYA SALES AGENCY - SARKHEJ,"7, GAJANAN COMPLEX,","S. G. HIGHWAY,","SANAND CHOKDI, SARKHEJ",Ahmedabad  382 210,   ,SARKHEJ,,9998999510
SUVAS TRADING CO. - RAJKOT,"12/27, VIJAY PLOT,","GONDAL ROAD,",,Rajkot ,9824231169   ,rajkot,,9824231169
SUZUKI AUTOMOBILES -  AHMEDABAD,"G/5,SURESH CHAMBER,","NR. SALES TAX OFFICE,","B/H. ST.X'VIERS SCHOOL,MIRZAPUR,",Ahmedabad  380 001 ,5505742      ,MIRZAPUR, , 
SUZUKI AUTOMOBILES - BODAKDEV,"8,SANKALP SHOPPING CENTRE,","OPP.CORPORATION BANK,","JUDGES BUNGLOW ROAD,",Ahmedabad  380 054 ,26870053      ,SOLA, , 
SWAMI AUTO PARTS - NAROL,"BABA BALAKNATH ESTATE,","NAROL-SARKHEJ CROSS ROAD,",NAROL,Ahmedabad   ,25713378    R-2869219    ,NAROL, ,9898242910
SWAMINARAYAN AUTO PARTS -KATHLAL,"OPP. SAGAR COMPLEX,","NADIAD ROAD,",,Kathlal   387 630,   ,KATHALAL, ,9924548865
SWASTI MOTORS - SARKHEJ,"7, SHITAL ESTATE,","NR. SANAND RLY. CROSSING,",SARKHEJ,Ahmedabad 382 210,268227284   ,SARKHEJ,,9824011469
SWASTIK AUTO CENTRE (K) - RANOLI,"SHOP NO-25,MARUTI COMPLEX,",G.I.D.C.,RANOLI ,Ranoli 391 350 ,(0265)  2240137 2308737   ,RANOLI, ,98251 40137 
SWASTIK AUTO PARTS - AHMEDABAD,"OPP. HOTEL JANPATH,",NEAR RALIWAY CROSSING,"SARKEJ,",Ahmedabad  382 210 , 6820885  R-27471184    ,SARKHEJ, , 
SWASTIK AUTO PARTS - SIKKA PATIA,NEAR G. B. PETROL PUMP,,DIST. JAMNAGAR,Sikka Patiya  ,361140   ,SIKKA PATIA,,9824287501
SWASTIK AUTO SALES - CHHANI,"8, MANSAROVAR COMPLEX,","OPP. GURUDWARA ,", N.H.NO:-8,Baroda  391 740,0265-2772151  2773143    ,CHHANI, ,9824034297
SWASTIK AUTOMOBILES - JAM KHAMBHALIA,"PORBANDAR ROAD,", , ,Jam Khambhalia   361 305 ,32637      ,JAMKHAMBHALIA, , 
SWASTIK AUTOMOBILES - JUNAGADH,"TIMBAWADI BUS STAND,","UPON PATIDAR PLY WOOD,","MOTIBAUG ROAD,",Junagadh  362 001,   ,JUNAGADH,24120102223,
SWASTIK ENTERPRISE -  RANOLI,"NO.33,MARUTI COMPLEX,","NEAR DHANLAXMI PETROL PUMP,",G.I.D.C.,Ranoli   391 350 ,(0265)O:300621  2241364  2308621  6562539,RANOLI, , 
SWASTIK MOTORS - JUNAGADH,"TIMBAWADI BUS STAND,","UPON PATIDAR PLY WOOD,","MOTIBAUG ROAD,",Junagadh  ,   ,JUNAGADH,NO TIN,
SWATI AUTO PARTS - VASNA,"26, OPP.APMC MARKET,","132 Ft RING ROAD,","VASNA TOLNAKA, GUPTANAGAR,",Ahmedabad  380 051,   ,AHMEDABAD,,9825094633
SWATI ENTERPRISE - BHAVNAGAR,C/o SHUBH AUTOMOBILES,NAVAPARA,"NEAR KAVERI COMPLEX,",BHAVNAGAR   ,   ,BHAVNAGAR, ,
SWATI ENTERPRISE - DEESA,,OPP. DENA BANK,,Deesa   385 535,02744-220483   ,DEESA,,9898020483
SWATI SALES AGENCIES - VITHON,"NR. BUS STAND,","MAIN BAZAR,", ,Vithon   370 675 ,(02835)O:83316 R:83460    ,VITHON, , 
T.J.TRADERS - AHMEDABAD,"OPP. BAKARI POLE,"," NR. SWAMINARAYAN MANDIR,","KALUPUR,",Ahmedabad  380 001 ,       ,AHMEDABAD, , 9429438363
TAHIRI AUTOMOBILES - JAMNAGAR,"HIRAL BHAVAN,","NEAR VICTORIA BRIDGE,",JAMNAGAR,Jamanagar 361 001 , 9375933832      ,JAMNAGAR,NO TIN,9375933832
TAJ AUTO PALACE - AHMEDABAD,"TAJ BUILDING,","OPP. SHAHALAM 1st GATE,",SHAHALAM,Ahmedabad 380 026,25396491   ,AHMEDABAD,NO TIN,9904083210/9824117865
TAJ AUTO STORES - BHAVNAGAR,BEHIND HIGH COURT,"NEAR GHAUDWAD MASJID,",BHAVNAGAR,Bhavnagar ,   ,BHAVNAGAR,24140502707,9825992992
TALOD MOTOR PARTS CENTRE -  TALOD,"OPP.MARKET YARD,","MODASA ROAD,", ,Talod   383 215 ,02770-221063 R-222063    ,TALOD, , 9898754591
TANK AUTO AGENCY - RAJKOT,"119/121/122,  PLANERY ARCADE,","NEAR BOMMAY PETROL PUMP,","GONDAL ROAD,",Rajkot   ,0281-2226101   ,rajkot,,9824218238/9924082900
TAPI TRACTOR & MOTOR PARTS - VAPI,"11, PRABHAT SHOPPING CENTRE,",BELOW RAHAT HOTEL,GIDC CHAR RASTA,Vapi   396 193,   ,VAPI, ,98241 72025
TARAK AUTO SALES - MIRZAPUR,"SHOP NO.35, CAMA COMM. CENTRE,","OPP. MIRZAPUR COURT,",MIRZAPUR,Ahmedabad  380 001,9428808956 9825885256  ,MIRZAPUR,NO TIN,9428808956/9825885256
TARUN AUTOMOBILES - AHMEDABAD,DASTUR MANSION,"OPP. THREE CORNER GARDEN,","MIRZAPUR,",Ahmedabad  380 001 ,O-25624787 25625793 26576704   ,MIRZAPUR, , 
TEJ MOTORS PVT. LTD - SARKHEJ,"NEAR RAJPATH CLUB,",S. G. HIGHWYAY,THALTEJ,Ahmedabad  380 054,26859102 26853357 26841530 ,AHMEDABAD,,9824222042
TEJAL AUTOMOBILES - HALOL,"OPP. STATE BANK OF INDIA,",STATION ROAD , HALOL,Halol  389 350,(02676)O-21193  9898555020    ,HALOL, 24171100194, 9898555020
THE BENZ AUTOMOBILES - SURAT,"5-2,INDRAPRASTH APPT.,","OPP.SUB JAIL RING ROAD,", ,Surat  ,       ,SURAT, , 
THE MODASA ROAD TRANSPORT CO.OP.SO.LTD. -  ,"GANESHPURA,","SHAMALAJI ROAD,", ,   ,"(02774)O-46221, 46439    ",Base Area, , 
"THE STORE OFFICER, -  ","AHMEDABAD MUNICIPAL TRANSP.SERVICE,","Outside Jamalpur Gate,","Post Box No.142,",   ,       ,Base Area, , 
TIP TOP AUTOMOBILES - AHMEDABAD,"BAWLA HIGHWAY,","SARKHEJ,", ,Ahmedabad  382 210 , 65237311      ,SARKHEJ,24074500759, 
TIRTH AUTO PARTS - HIMATNAGAR,"RATNADEEP COMPLEX,","SAHAKARI JIN CHAR RASTA,","SHAMLAJI ROAD,MOTIPURA,",Himatnagar   383 001,   ,HIMMATNAGAR,,94270 85292 / 9428185004
TIRTH MOTORS - MIRZAPUR,"696, LUCKY CHAMBERS,","NR. TRANKHUNIYA GARDEN,","MIRZAPUR,",Ahmedabad  380 001,9825106623   ,MIRZAPUR,24074100413,9825106623
Tirupati Auto Agency - Rajkot,"4, YOGESHWAR COMPLEX,","OCTROI NAKA,",GONDAL ROAD,Rajkot 360 004,236992      ,rajkot, ,9427269261
TIRUPATI AUTO PARTS-AHMEDABAD,"SHOP NO.5,SHAKTINAGAR,","OPP.GOKUL DHAM, 132 FEET,",RANIP,Ahmedabad  382 480,27436112   ,AHMEDABAD, ,9825346462
TIRUPATI MOTORS - GHATLODIYA,"F/F-9, PALAK APARTMENT,","NEAR GARNALA, NIRNAYNAGAR,",GHATLODIA,Ahmedabad  ,   ,NARANPURA, NO TIN,
TIRUPATI TRACTOR & SPARE PARTS - DEESA,"OPP.CHAUDHARY PETROL PUMP,","SUBHASH CHOWK,", ,Deesa   385 535 ,(02744) O) (R)220722    ,DEESA, , 98241 69002
TIRUPATI TRADERS - SARKHEJ,"32, SUNRISE ESTATE,","NEAR BHAVANI MOTORS,","SANAND BAVLA CROSS ROAD, SARKHEJ",Ahmedabad  382 210,9428407277   ,SARKHEJ,24074503266,9428407277
TIWARI AUTO CARE - VISNAGAR,"OPP. ITI, NEW RAILWAY CROSSING,","KHERDU HIGHWAY,",VISNAGAR - 384315,Visnagar ,9824116566 7779000525  ,VISNAGAR,24040403282,"9824116566,7779000525"
TIWARI AUTO CENTRE - VISNAGAR,"OPP. ITI, NEW RAILWAY CROSSING,","KHERDU HIGHWAY,",VISNAGAR - 384315,Visnagar ,9824116566 777900525  ,VISNAGAR,NO TIN,"9824116566,7779000525"
TOOLS & BEARINGS CENTRE -  MIRZAPUR,"RUSTAM ALI'S DHAL,","MIRZAPUR ROAD,", ,Ahmedabad  380 001 , 25502707 25501295     ,MIRZAPUR,24070500909, 
Tractor & Auto Parts - Rajkot,"NEAR AUTOMOTIVE,","GONDAL ROAD,", ,Rajkot 360 002,0281-2232480      ,rajkot, , 
TRACTOR & TRACTOR PARTS - WANKANER,MONALI CHAMBERS,"8A, NATIONAL HIGHWAY,",,Wankaner 363 621,02828-221915   ,WANKANER,,9879696957
TRACTOR SALES CORPORATION - MEHSANA,"42,KALYAN SHOPING CENTRE,","NEAR CLASSIC PLAZA,","OPP. GAYATRI RESTAURANT,",Mehsana   ,02734-251682 R284166  ,Mehsana, ,
TRACTOR TRADING COMPANY -  MEHSANA,"2/3,UMIYA SHOPPING CENTRE,","HIGHWAY,", ,Mehsana   384 002 ,(02762)53669/50 722    ,Mehsana, , 
TRACTOR TRADING COMPANY - SARKHEJ,"71 & 72, SHIVAM ESTATE - II","NEAR HOTEL EKTA,","SARKHEJ BAVLA HIGHWAY, SARKHEJ",Ahmedabad  382 210,29097857 9228000645  ,SARKHEJ,24074502377,9925152254/9727751082
TRACTOR TRADING CORP. - HIMATNAGAR,"NR SARVODAYA SURGICAL HOSPITAL,","HIGHWAY ROAD,", ,Himatnagar    ,(02772)246528 ( R) 248096    ,HIMMATNAGAR, , 
TRACTOR TRADING CORPN. -  GODHRA,"2, B.N. CHAMBERS,","NR. LAL BAUGH STAND,", ,Godhra   389 001 ,    ,GODHRA, ,99250 49189
TRADEWELL CORPORATION - AHMEDABAD,"NEAR J.P.CHOWK,","KHANPUR,", ,Ahmedabad  ,       ,AHMEDABAD, , 
TRAYO AUTO AGENCY,,,PORBANDAR,Porbandar 360 575,   ,PORBANDER,,
TRIDENT MOTORS - VASTRAPUR,"NR.KALYAN TOWER,","B/H LAKE VIEW APPARTMENT,","VASTRAPUR LAKE, VASTRAPUR",Ahmedabad  380 054,26301874   ,NARANPURA,,9898188474
TRILOK AUTOMOBILES  WORKS - NADIAD,"NATRAJ SHOPPING CENTRE,","OPP. S.T. WORK SHOP,","KAPADWANJ ROAD,",Nadiad ,9825697649 9429032696  ,NADIAD,NO TIN,9825697649
TRIMURTY AUTOMOBILES -  BARODA,"ADAJAN ROAD,","DURGA COMPOUND,", ,BARODA    , 0265-2428454  R-2413759    ,BARODA, , 
TRIMURTY AUTOMOBILES - SURAT," 32A, NARAYAN PARK SOCIETY,"," HAJIRA ROAD,",ICHHAPUR ,Surat    ,       ,SURAT, , 
TRISHUL AUTO PARTS - KAMREJ," 13,14, Maatrukrupa Society,"," Kamrej Char Rasta,", Kamrej,Surat  ,       ,KAMREJ,24223800200 ," 9925152423 , 9722529929"
TRIVENI AUTOMOBILES - ODHAV,"43, AMARJYOT SHOPPING CENTRE,","NR. ODHAV RING ROAD CIRCLE,",ODHAV,Ahmedabad  ,9426596523   ,NARODA,24075105048  ,9426596523
TRUSHYA AUTO PARTS - VISNAGAR,"20, RUDRAKSH MARKET,","OPP, RED CHILLY HOTEL,","KHERALU ROAD, VISNAGAR",Visnagar 384315,9998697697 9904799006  ,VISNAGAR,NO TIN,"9998697697,9904799006"
TULSI AUTOMOBILES -  ,"17, SHIV SHAKTI SHOPP. CENTRE,","MODASA ROAD,", ,   ,(02716)O-32431      ,Base Area, , 
TULSI MOTORS - UPLETA,"NEAR GOVERMENT HOSPITAL,","PANJRA POLE ROAD,",,UPLETA 360 490,9427223695   ,UPLETA,,9427223695
TUSHAR AUTOMOBILES - AHMEDABAD,"OPP: ST. XAVIERS SCHOOL,","MIRZAPUR ROAD,","MIRZAPUR,",Ahmedabad  380 001 ,O-5504054 (R) 4 01522    ,MIRZAPUR, , 
U V MOTOR  - ASLALI,"Shop No 1, Lambha Way Bridge,","Sarkhej Aslali Road,",Aslali,Ahmedabad ,9825165063   ,NAROL,NO TIN,9825165063
U.S.MOTOR PARTS CENTRE - AHMEDABAD,"OPP.VORA'S ROJA,","NEAR AMDUPURA,","NARODA ROAD,",Ahmedabad  ,       ,AHMEDABAD, , 
UDAY AUTOMOBILES - AHMEDABAD,OPP. DINBAI TOWER,"MIRZAPUR,", ,Ahmedabad  380 001 ,O-5507396 (R) 7 480522    ,MIRZAPUR, , 
UDAY ENTERPRISE - AHMEDABAD,"OPP.DINBAI TOWER,","MIRZAPUR,", ,Ahmedabad  380 001 ,25507396       ,MIRZAPUR, , 
UDAY ENTERPRISE - C.T.M.,"21, SHAKRIBEN ESTATE,","NR. SHAKRIBEN PARTY PLOT,","C.T.M. CHAR RASTA,",Ahmedabad  380 026,   ,AHMEDABAD, ,9825562034
UDAY MOTORS - SARKHEJ,"3, SAURASHTRA ESTATE,","NEAR LALJI MULJI TRANSPORT,","S. G. HIGHWAY, SARKHEJ",Ahmedabad  382 210,9428248452   ,SARKHEJ,,9428248452
UDAY OIL AGENCY - SAWARKUNDALA,"18, BALMANDIR SHOPPING CENTER,","MAHUVA ROAD,",,SAVARKUNDLA   ,9824370264   ,SAWARKUNDLA,24130900617,9824370264
UGATI AUTO PARTS -  AHMEDABAD,NEAR A.E.C.,"132 Ft. RING ROAD, ", NARANPUR,Ahmedabad  380 063,30912524 27911451     ,AHMEDABAD, , 
UGATI MOTORS -  AHMEDABAD,"S/83,CHANDRA APPARTMENT,","132 FEET RING ROAD,PARASNAGAR,","SOLA ROAD, NARANPURA,",Ahmedabad  380 053 ,(O)7441574 (R)7 479315    ,AHMEDABAD, , 
UGATI MOTORS. -  VASTRAPUR,"MANSI COMPLEX,","PREMCHANDNAGAR ROAD,","VASTRAPUR,",Ahmedabad   ,"3101491,8013783      ",AHMEDABAD, , 
UGATI SPARES -  AHMEDABAD,"B-6,ANAND COMPLEX,","NEAR SOLA BRIDGE,",THALTEJ,Ahmedabad   ,7443571/7496917      ,AHMEDABAD, , 
UMA  MOTORS - BODELI ,"ALIPURA CHAR RASTA,", , ,Bodeli   391 135 ,"(02665)O-220876 ,R-220376    ",BODELI, , 
UMA AUTO PARTS -  HIMATNAGAR,"JALARAM COMPLEX,","OPP.MEHTA PETROL PUMP,","NR.INCOMTAX OFFICE,GIRDHAR NAGAR,",Himatnagar   383 001 ,       ,HIMMATNAGAR, , 
UMA AUTO PARTS - DEHGAM,"9, SURAJ CAMPUS,",NEHRU CHOKDI,,Dehgam   396 530,   ,DEHGAM,,9427325673
UMA AUTO PARTS - PALANUR,"3, UMA COMPLEX, ","GHATAMAN PATIYA,",PALANPUR,Palanpur 385 001,02742-255883 R-252205  ,PALANPUR, ,9825208791
UMA AUTO PARTS - VAPI,"4-G, SAYONA COMPLEX,","NR, LUCKY HOTEL, VIA ROAD,","GIDC CROSS ROAD, VAPI",Vapi   ,9909031762 9427522053 9824496294 ,VAPI,NO TIN,"9909031762,9427522053"
UMA AUTOMOBILES -  AHMEDABAD,"22,AAKASHDEEP ESTATE,","OPP.OMKAR MILL,NR. A.E.C.","MEMCO CHAR RASTA, NARODA ROAD,",Ahmedabad  380 025 ,22205645      ,NARODA,24072600087 ,9898014097
UMA AUTOMOBILES - MORBI,NEAR REVA TOWN SHIP,"OPP. G.I.D.C.,","SHANALA ROAD,",Morbi 363 641,   ,MORBI,24092004640 ,9825798191 / 9925498191
UMA AUTOMOBILES - PALANPUR," 13, KARNAVATI SHOPPING CENTRE,"," AHMEDABAD HIGHWAY,", ,Palanpur   385 001,02742-253601  281042  ,PALANPUR, ,9925307633
UMA AUTOMOBILES - PATAN,"31, P.P.COMPLEX,","CHANASMA ROAD,", ,Patan   384 265  ,PP 02766-234456      ,PATAN, , 
